city,latitude,longitude,name,province
Denton,33.218616,-97.136566,Wendy's,TX
Peoria,40.774645,-89.603217,Taco Bell,IL
Madison,43.03952,-89.39469,McDonald's,WI
Newark,39.683066,-75.751676,Saladworks,DE
Eugene,44.06895,-123.10548,Arby's,OR
Tuscaloosa,33.1677,-87.5217,KFC,AL
Johnson City,36.30778,-82.36426,McDonald's,TN
Cincinnati,39.14509,-84.44346,Boston Market,OH
Freeport,42.27485,-89.63204,Burger King,IL
Rindge,42.74295,-72.03664,Taco Bell,NH
Bettendorf,41.525657,-90.498836,McDonald's,IA
Joplin,37.079039869,-94.476880428,Sonic Drive In,MO
Annapolis,38.979829923,-76.543649756,Boston Market,MD
Jackson,32.385072564,-90.147889514,Burger King,AL
Franklin,42.090192,-71.420374,Burger King,MA
Mesa,33.393735,-111.689604,Chick-fil-a Superstition Springs Center,AZ
Liberty,39.237306739,-94.434857594,Hardee's,MO
Northport,33.238406013,-87.596497792,Bojangles' Famous Chicken 'n Biscuits,FL
Clinton,36.1636,-84.0852,Krystal,TN
Grand Junction,39.07787,-108.55154,McDonald's,CO
Peculiar,38.72186,-94.45596,SONIC Drive In,MO
Marietta,33.922663,-84.480224,Taco Bell,GA
Robinson,39.006140885,-87.734453135,Hardee's / Red Burrito,IL
Hilliard,40.03261,-83.12995,Wendy's,OH
Long Beach,33.861249,-118.168354,McDonald's,CA
Lawrenceburg,39.078123913,-84.889394752,White Castle,IN
Goldsboro,35.404387895,-78.023114555,Mcdonald's,NC
Terre Haute,39.509309413,-87.385449342,Burger King,IN
Chula Vista,32.6313791,-117.0898102,Jack in the Box,CA
Rockmart,34.011,-85.0415,KFC,GA
Wilmington,33.7902,-118.27534,Jack in the Box,CA
Norwalk,33.887409,-118.09703,Taco Bell,CA
Irmo,34.12369,-81.21478,McDonald's,SC
Wise,36.96923,-82.59674,Wendy's,VA
Dover,36.47959,-87.88849,McDonald's,TN
Bradley,41.15005,-87.85105,Wendy's,IL
La Habra,33.924177563,-117.968274521,Carl's Jr.,CA
Paradise,39.7516,-121.6087,Subway,CA
Miami,25.812042,-80.36785,Pollo Tropical,FL
Orlando,28.41402,-81.24131,SUBWAY,FL
Decatur,34.53594,-86.90802,McDonald's,AL
Littleton,39.578598,-105.07237,Dairy Queen,CO
Billings,45.75183,-108.61684,Taco Bell,MT
Austin,30.46713,-97.76489,Sonic Drive In,TX
Elkhart,41.707322183,-85.9718194,Wendy's,IN
Houston,29.73743,-95.3082,Burger King,TX
Evansville,37.986511,-87.600334,McDonald's,IN
Ringgold,34.91128,-85.125836,McDonald's,GA
Knox,41.285005,-86.62099,Taco Bell,IN
Brooklyn,40.634636,-73.914727,Wendy's,NY
Orange,33.787353,-117.808608,McDonald's,CA
Mesa,33.408004,-111.684548,Papa John's Pizza,AZ
Palestine,31.745544516,-95.655101,Jack in the Box,TX
Peru,40.76372,-86.07499,Burger King,IN
Madisonville,30.9628,-95.88483,Taco Bell,TX
Vinton,42.16839,-92.03744,McDonald's,IA
Mobile,30.6767,-88.11513,Burger King,AL
Waco,31.5791,-97.1205,Church's Chicken,TX
Minneapolis,45.06284,-93.24769,Pizza Hut,MN
North Port,27.039097908,-82.224383354,Taco Bell,FL
Fenton,38.513779,-90.439260005,Hardee's / Red Burrito,MO
Austin,30.172729,-97.800574,Carl's Jr.,TX
Kansas City,39.0494,-94.475156,Taco Bell,MO
Weston,39.018654,-80.420412,McDonald's,WV
Dallas,32.768142,-96.896087,Pollo Campero,TX
Avenel,40.580307,-74.268456,Rahway Chicken & Burger Inc,NJ
Willingboro,40.05238,-74.89317,Burger King,NJ
Henrico,37.63324,-77.50838,Bojangles' Famous Chicken 'n Biscuits,VA
Newport,35.94353759,-83.208691183,Wendy's,TN
Loudon,35.7306,-84.3892,KFC,TN
El Paso,31.765962,-106.461571,Whataburger,TX
Omaha,41.2855,-96.0488,KFC,NE
Bowling Green,36.943994,-86.421995,Burger King,KY
Clearwater,27.961018,-82.742425,Wendy's,FL
Fenton,42.804869803,-83.733488472,Jimmy John's,MI
Irvine,33.699464,-117.834603,Taco Bell,CA
Phoenix,33.50943,-112.08447,McDonald's,AZ
Epping,43.0319,-71.0728,Wendy's,NH
Chicago,41.879528,-87.624899,Panda Express,IL
Wichita,37.67789,-97.38901,Burger King,KS
Waterloo,42.46987,-92.32256,Subway,IA
Saco,43.509323,-70.434736,Burger King,ME
Houston,29.808039,-95.16808,Whataburger,TX
Hayward,37.654287,-122.104658,Hot Dog on a Stick,CA
Pemberton,39.979860874,-74.783314943,Burger King,NJ
Tracy,37.7386,-121.450498,McDonald's,CA
Corona,33.8538,-117.5634,Wendy's,CA
Estherville,43.39891,-94.81043,McDonald's,IA
Napa,38.31993,-122.29847,McDonald's,CA
Fort Smith,35.349001,-94.342281,Wendy's,AR
Minneapolis,44.8795,-93.32258,Sbarro,MN
Wisconsin Dells,43.62974,-89.75991,Taco Bell,WI
Benton,36.923565,88.341356,Dairy Queen,KY
Richland,46.27485,-119.280754,The Pizza Pipe Line,WA
Casa Grande,32.879204,-111.712769,Taco Bell,AZ
Norman,35.21122,-97.44334,Jimmy John's,OK
Orange,33.7879,-117.8558,Omega Drive-In,CA
Pomona,34.076326113,-117.719471417,Carl's Jr,CA
Saginaw,43.436839,-84.014903,McDonald's,MI
Springfield,42.108163,-72.576647,Burger King,MA
Lincoln,40.820435383,-96.65419,Popeye's Chicken & Biscuits,NE
Canal Fulton,40.88203,-81.57272,McDonald's,OH
Tifton,31.45834,-83.52583,Taco Bell,GA
Philadelphia,40.094152,-74.958,China Buddha Inn II,PA
Uncasville,41.491596,-72.09145,Geno's Fast Break,CT
Bald Knob,35.32259,-91.56112,Sonic Drive-In,AR
Merced,37.32014,-120.48185,McDonald's,CA
Pomona,34.05519,-117.74702,KFC,CA
Nashua,42.71095,-71.44158,Burger King,NH
San Diego,32.980157,-117.082421,Wendy's,CA
San Diego,32.751673,-117.214611,Pizza Hut,CA
Cleveland,41.524776554,-81.587264835,Taco Bell,OH
Houston,29.7022,-95.2963,Whataburger,TX
Holland,42.468774,-92.768811,Arby's,IA
Hesperia,34.426739,-117.365884,In-N-Out Burger,CA
Madison,43.073367,-89.409019,Subway,WI
Phenix City,32.49716,-85.01597,Waffle House,AL
Santa Clara,37.352509,-121.958548,Burger King,CA
Albuquerque,35.088296,-106.618399,Jersey Jacks Eatery,NM
Delmar,38.453591113,-75.558200638,Hardee's / Red Burrito / Dough Boys,MD
Las Vegas,36.11493,-115.29577,Subway,NV
Sutherlin,43.386005937,-123.336546478,A&W All American Food,OR
Newbury Park,34.18865,-118.94032,McDonalds,CA
San Gabriel,34.08133,-118.090578,Taco Bell,CA
Meridianville,34.870364,-86.57064,Taco Bell,AL
Waynesboro,35.3238,-87.759,McDonald's,TN
Great Falls,47.516217,-111.28289,Taco John's,MT
Redmond,44.25315,-121.18278,McDonalds,OR
Gallatin,36.3762,-86.4793,SONIC Drive In,TN
Fresno,36.7938,-119.7901,El Pollo Loco,CA
Longview,46.14207,-122.93341,Jimmy John's,WA
Uvalde,29.212861,-99.7753162,Kettle Restaurant,TX
West Chester,39.942399,-75.591395,McDonald's,PA
Itasca,41.993295247,-88.06810019,McDonald's,IL
Sandy,40.557836076,-111.889698802,Jimmy John's,UT
Fairport,-6.116430644,106.790124517,Hoka Hoka Bento,NY
Charlotte,35.175413,-80.798026,Jack in the Box,NC
Martinsburg,39.47444,-77.9524,McDonald's,WV
South Paris,44.22182,-70.51575,KFC,ME
Bloomingdale,41.951484,-88.114487,Arby's,IL
Weirton,40.40026,-80.54983,Burger King,WV
Irving,32.82352,-96.920472,Jack in the Box,TX
Latrobe,40.287754,-79.369538,Burger King,PA
Herriman,40.507521931,-112.011415716,Iceberg Drive Inn,UT
Jacksonville,34.76063,-77.4143,McDonald's,NC
Anchorage,61.22662692,-149.7408595,Regal Cinemas Tikahtnu  16 IMAX & RPX,AK
Orem,40.272838,-111.683020116,Panda Express,UT
Durham,35.952461,-78.989629,Subway,NC
Pensacola,30.320768,-87.42139,McDonald's,FL
Slidell,30.25907,-89.78712,Mcdonald's,LA
Seffner,28.001556864,-82.301796676,Hardee's / Red Burrito,FL
Centreville,38.836552175,-77.43114806,Wendy's,VA
Holbrook,34.91843,-110.15047,Taco Bell,AZ
Orange,33.788307,-117.87732,Subway,CA
Mukwonago,42.851803,-88.32611,Mario's Natural Roman Pizza,WI
Kahului,20.881098,-156.455903,Burger King,HI
Kenosha,42.558126841,-87.855428679,KFC,WI
Patchogue,40.77631146,-73.031917708,Wendy's,NY
Charleston,38.412551982,-81.806160783,Burger King,WV
Mount Juliet,36.16665,-86.51606,Music City Subs,TN
Chicago,41.73645,-87.58522,Checkers,IL
Lapeer,43.04648,-83.31911,Wendy's,MI
Salinas,36.678632536,-121.64451169,El Pollo Loco,CA
Dallas,32.928337454,-96.803136166,Popeyes Louisiana Kitchen,TX
Orlando,28.51026541,-81.3758392,Chick-fil-a Orange Avenue,FL
Blue Springs,39.00861,-94.27676,McDonald's,MO
El Paso,31.74505,-106.33182,Whataburger,TX
Elyria,41.39426379,-82.106866294,Burger King,OH
Columbus,33.49684,-88.38548,Burger King,AL
Rock Hill,34.925422274,-81.026426209,Jimmy John's,SC
Titusville,28.574244,-80.799129,Arby's,FL
New Orleans,30.04469,-89.95918,Taco Bell,LA
Demotte,41.206175,-87.198626,KFC,IN
Lithonia,33.704469,-84.168989,Waffle House,GA
Salem,45.04804,-122.97485,Subway,OR
Bay City,28.9828,-95.95377,Taco Bell,TX
Youngstown,41.14076707,-80.6520434,Mcdonalds,OH
Pensacola,30.434153,-87.274155,Captain D's,FL
Hamburg,42.735243,-78.839804,Arby's,NY
Miami,25.772984,-80.188499,SUBWAY,FL
Harlingen,26.188934915,-97.716570325,Burger King,TX
Baker,35.269247,-116.067831,Arby's,CA
San Tan Valley,33.1508716,-111.5539637,Burger King,AZ
Harrisburg,40.307953,-76.85163,Arby's,PA
Nashville,36.152379331,-86.796435251,Cook Out,TN
Merritt Island,28.357039,-80.700369,Wendy's,FL
Sturgis,41.79247,-85.42848,Wendy's,MI
Phoenix,33.63867,-111.97726,Del Taco,AZ
San Diego,32.555605,-116.936986,Carl's Jr.,CA
Rome,34.2442,-85.1617,Krystal,GA
Midlothian,41.623364,-87.737154,Wendy's,IL
Worcester,50.447024846,30.509076118,Mcdonald's,MA
Albuquerque,35.080739,-106.710761,Pizza Hut,NM
Rincon,32.27778,-81.23042,Burger King,GA
Vancouver,45.61882,-122.47652,Wendy's,WA
Midland,32.01216,-102.15512,Jack in the Box,TX
Cheyenne,41.13405,-104.81266,Hardee's,WY
Grandville,42.8847,-85.7594,Burger King,MI
Portland,45.562675,-122.58912,Taco Bell,OR
Downers Grove,41.80864,-88.01066,Gyros Kings,IL
Wilberforce,39.72009,-83.88041,Taco Bell,OH
Billings,45.769789,-108.57651,Hardee's,MT
Miami,25.763436533,-80.262914,McDonald's,FL
Hockley,30.011677,-95.804214,Taco Bell,TX
Detroit,42.36373,-83.024458,White Castle,MI
Olathe,38.9366,-94.7982,Burger King,KS
El Paso,31.84048,-106.57359,McDonald's,TX
Aberdeen,45.458661209,-98.436360572,Kfc,SD
Dallas,32.74884,-96.92287,McDonald's,TX
Austell,33.853083889,-84.602054316,Five Guys,GA
Hurst,32.8656,-97.1749,McDonalds,TX
Cullman,34.206252416,-86.871604831,Kfc,AL
Memphis,35.02096875,-89.849447466,Burger King,TN
Newhall,34.404728,-118.464536,El Pollo Loco,CA
Lake Park,30.67981,-83.22533,McDonald’s,GA
Willard,41.042667038,-82.727572702,Kfc,OH
Saratoga Springs,40.386859986,-111.917371632,Taco Bell,UT
Olive Branch,34.96237,-89.89557,Moe's Southwest Grill,MS
Suwanee,34.064102384,-84.074276658,Long John Silvers,GA
Virginia Beach,36.883387,-76.182572,Bojangles' Famous Chicken 'n Biscuits,VA
East Haven,41.28642261,-72.881176471,Dunkin Donuts,CT
Mobile,30.67472,-88.12213,Chick-fil-A,AL
Lynchburg,37.346332,-79.232874,Waffle House,VA
Gilbert,33.366531461,-111.755798042,Einstein Bros Bagels,AZ
Jeffersonville,38.315664,-85.759411,Burger King,IN
Peoria,40.7876,-89.6031,Burger King,IL
Watchung,40.649102783,-74.408030414,Wendy's,NJ
Bronx,40.837593,-73.86024,Burger King,NY
North Billerica,42.571979,-71.277155,Wendy's,MA
Manassas,38.7728,-77.5054,McDonald's,VA
Tulsa,36.160346,-95.889975,Taco Bell,OK
Balch Springs,32.720089,-96.617448,McDonald's,TX
Faribault,44.291427,-93.24722,KFC,MN
Milwaukee,43.178280198,-88.014632384,Burger King,WI
Bay City,43.61208,-83.91538,Arby's,MI
Mount Pleasant,32.859068529,-79.796286821,Sonic Drive In,SC
Pickens,34.8905,-82.7107,Burger King,SC
Munster,41.56198,-87.514,Jimmy John's,IN
Fremont,37.556824138,-122.014102911,McDonald's,CA
Mcpherson,38.37024,-97.62621,Arby's,KS
Tucker,33.852399,-84.209483,Chick-fil-A,GA
Oakwood,34.2295,-83.8695,KFC,GA
Nashville,36.04584,-86.71307,McDonald's,TN
Goodlettsville,36.326047,-86.70745,Jack in the Box,TN
West Roxbury,42.258385,-71.160706,Blimpie,MA
Logan,41.7467,-111.83386,McDonald's,UT
Oceanside,33.224366244,-117.333439724,McDonald's,CA
Huntingdon,40.480316,-78.01495,Wendy's,PA
Fort Hood,31.138785,-97.757864,Taco John's,TX
Riverdale,33.566151483,-84.412637259,Burger King,GA
Lebanon,40.04544,-86.49109,Taco Bell,IN
San Antonio,29.48467,-98.66711,McDonald's,TX
Kent,47.375,-122.2019,Burger King,WA
Salisbury,38.344069062,-75.603221829,Hardee's / Red Burrito,MD
Sachse,32.96905,-96.60566,Whataburger,TX
Midlothian,37.431187,-77.621869,Penn Station East Coast Subs,VA
Allen,33.101469,-96.676033,Wendy's,TX
Kissimmee,28.329555246,-81.515938355,A&W All-American Foods,FL
Knoxville,35.92252,-84.09261,Arby's,TN
Clovis,34.411605392,-103.207122087,Mcdonald's,NM
San Leandro,37.714321,-122.157469,Jack in the Box,CA
Madison Heights,42.50455,-83.11271,Culver's,MI
Tyler,32.3449,-95.3411,Taco Bell,TX
Edison,40.509942111,-74.386417808,Wendy's,NJ
Sandwich,41.6481,-88.5945,McDonald's,IL
Harrodsburg,37.752552032,-84.845169067,Long John Silver's,KY
Kinston,35.28585,-77.58932,Wendy's,NC
Plainfield,40.6313,-74.3994,KFC,NJ
Thornburg,38.134117752,-77.51330316,Burger King,VA
Oxford,34.364459,-89.5554,Burger King,MS
Phoenix,33.683674,-112.098404,Culver's,AZ
Fall River,41.6955,-71.1507,McDonalds,MA
Alcoa,35.7619,-83.9768,Hardee's,TN
San Diego,32.77346,-117.15369,Del Taco,CA
Kenosha,42.567517,-87.949854,Burger King,WI
Winder,33.99434,-83.73404,Church's Chicken,GA
Marshall,38.86198,-77.84799,McDonald's,VA
Springfield,42.142746,-72.554422,Burger King,MA
Orange,33.78787,-117.8178,Jack in the Box,CA
Semmes,30.7615,-88.226,Arby's,AL
San Jose,37.322728,-121.965708,Taco Bell,CA
Indianapolis,39.90434,-85.95715,Domino's Pizza,IN
Houston,29.955938475,-95.544962882,Wendy's,TX
Portland,45.46144,-122.70624,Jack in the Box,OR
Meridian,43.586,-116.355,Jack In The Box,ID
Vista,33.131993,-117.22899,Jack in the Box,CA
Alpharetta,34.090274,-84.203655,McDonald's,GA
Hutchinson,38.087,-97.8957,Subway,KS
Duluth,46.81335,-92.17582,Dairy Queen,MN
Fort Wayne,41.12155,-85.06211,KFC,IN
Columbus,40.10272,-83.09053,Jimmy John's,OH
Little Rock,34.7533,-92.4146,Chick-fil-A,AR
Long Beach,33.80908,-118.12518,Carl's Jr,CA
Sacramento,38.613277,-121.382267,Wendy's,CA
Scottsdale,33.503376,-111.92574,Chipotle Mexican Grill,AZ
Beaver,37.750208,-81.141998,Arby's,WV
El Cajon,32.80638,-116.96968,McDonald's,CA
Arlington,32.682897301,-97.120889425,Taco Bell,TX
Virginia Beach,36.8824,-76.18588,Wendy's,VA
San Antonio,29.4441,-98.66146,Raising Cane's Chicken Fingers,TX
Pleasanton,37.700382,-121.88426,McDonald's,CA
Magna,40.695573583,-112.092526523,McDonald's,UT
Lancaster,42.83553,-90.70985,McDonald's,WI
Norcross,33.96805,-84.19367,Jimmy John's,GA
Cleveland,41.48054,-81.59866,Wendy's,OH
Sugar Land,29.563701,-95.687652,Whataburger,TX
Montgomery,32.374280619,-86.354623571,Taco Bell,AL
Vancouver,45.685072,-122.60141,Wendy's,WA
Port Saint Lucie,27.27161,-80.42967,McDonald's,FL
Riverside,41.041847,-73.579285,McDonald's,CT
San Antonio,29.39901,-98.40419,Burger King,TX
Oneonta,42.461426948,-74.88309521,Burger King,NY
Anchorage,61.217082,-149.887645,Arby's,AK
Milton,47.252086,-122.29454,McDonald's,WA
Van Nuys,34.202919,-118.448925,Pollo Campero,CA
West Branch,44.24857,-84.22541,Wendy's,MI
South Bend,41.69867,-86.216509,McDonald's,IN
Bakersfield,35.2378,-118.96767,Taco Bell,CA
Rochester,44.064457,-92.502499,Taco Bell,MN
Henderson,36.31855,-78.38201,McDonald's,NC
Salem,40.060349797,-111.668089697,Burger King,UT
Valencia,34.43685,-118.56457,Carl's Jr,CA
Albuquerque,35.16701,-106.69634,Blake's Lotaburger,NM
Washington,38.925667,-76.99026,Sammy Carry-Out,DC
Pompano Beach,26.272905,-80.259203,Checkers,FL
Falls Church,38.869006,-77.177288,McDonald's,VA
Corona,33.84395,-117.536279,In-N-Out Burger,CA
Bakersfield,35.3674,-119.0446,El Pollo Loco,CA
Mckinney,33.127839,-96.727959,Taco Bell,TX
Tarpon Springs,28.142339628,-82.73994799,Jimmy John's,FL
Columbia,34.139849,-80.914685,Wendy's,SC
Bethany,40.2651,-94.0112,Redbox,MO
Salt Lake City,40.68651,-111.82508,Arby's,UT
Troy,40.049029,-84.226109,Taco Bell,OH
Newhall,34.37911186,-118.548944592,Del Taco,CA
San Francisco,37.783805,-122.4084,Carl's Jr.,CA
Johnston,41.8146,-71.4952,McDonald's,RI
Independence,39.080437,-94.448408,Taco Bell,MO
Lakewood,33.85827,-118.115801,El Pollo Loco,CA
Fort Collins,40.58443,-105.05433,Taco Bell,CO
Aiken,33.51384,-81.71487,Checkers,SC
Soddy Daisy,35.2483611,-85.1796862,Taco Bell,TN
Smithfield,35.51867,-78.315,Little Caesar's Pizza Smithfield,NC
Grand Rapids,43.034150004,-85.62036335,Long John Silvers,MI
Casper,42.85829,-106.33191,McDonald's,WY
Baldwin Park,34.07772,-117.99614,Del Taco,CA
Salisbury,35.644,-80.4846,Wendy's,NC
Arlington,32.6668,-97.1346,Long John Silvers,TX
Cedar Knolls,40.8086,-74.4584,McDonald's,NJ
Philadelphia,39.960094334,-75.224646224,Checkers Burgers and Fries,PA
Parkville,39.39949,-76.54222,Subway,MD
Vancouver,45.67633,-122.55256,Carl's Jr.,WA
Lodi,38.1145,-121.39422,McDonald's,CA
Los Angeles,34.04281,-118.37671,McDonald's,CA
Waukegan,42.372715642,-87.882931982,Burger King,IL
Durham,35.97017,-78.95842,McDonald's,NC
Augusta,33.465707,-81.961728,Wendy's,GA
Myrtle Beach,33.71958,-78.88092,Auntie Anne's,SC
Scottsdale,33.58091,-111.88114,Quiznos,AZ
Hopkinsville,36.837476433,-87.478492856,Waffle House,KY
Lisbon Falls,44.00499,-70.07393,McDonald's,ME
Shakopee,44.7845,-93.47055,McDonald's,MN
Lexington,35.83683,-80.25362,McDonalds,NC
Livonia,42.41085,-83.41066,Kerby's Koney Island,MI
Pittsburg,37.40682938,-94.70445544,Pizza Hut,KS
Atlanta,33.782283,-84.408363,Chick-Fil-A,GA
Ocean City,39.279119,-74.577318,McDonald's,NJ
Columbia,34.03684,-81.09108,Arby's,SC
Atlanta,33.66135,-84.44696,Captain D's,GA
Artesia,32.84208,-104.41643,Sonic Drive-In,NM
Waynesboro,38.065363,-78.934716,McDonald's,VA
Payson,40.044506,-111.717804,Domino's Pizza,UT
Port Chester,40.99608,-73.67072,Burger King,NY
Helena,46.5917,-112.0069,Wendy's,MT
Peoria,33.71198,-112.274704,El Pollo Loco,AZ
Lubbock,33.53553758,-101.94017553,SONIC Drive In,TX
Smyrna,39.30576,-75.60729,Domino's Pizza,DE
Kingston,41.9658,-73.989,Five Guys,NY
Moab,38.56328,-109.54984,McDonald's,UT
Lafayette,30.172056,-92.06724,Blimpie,LA
Omaha,41.165091622,-96.138105847,Mcdonald's,NE
Hixson,35.1289,-85.2459,Krystal,TN
Orlando,28.382353311,-81.504784226,McDonald's,FL
Roselle,40.64084,-74.261126,McDonald's,NJ
Grand Junction,39.10321,-108.54911,Wendy's,CO
Long Beach,33.87451,-118.17689,Taco Bell,CA
Lafayette,39.98691,-105.09436,Subway,CO
Sacramento,38.597312,-121.422214,Burger King,CA
Arlington,32.645120414,-97.18562221,Burger King,TX
Hobbs,32.7074,-103.1274,Church's Chicken,NM
Waukegan,42.409508736,-87.854423604,Burger King,IL
Artesia,33.86582,-118.082292,Jack in the Box,CA
Columbus,40.05486,-82.86491,Arby's,OH
Aurora,39.067772,-84.89453,Burger King,IN
Lakewood,33.850468,-118.138253,Taco Bell,CA
San Antonio,29.3422,-98.50433,McDonald's,TX
Balch Springs,32.718881,-96.617979,Burger King,TX
La Marque,29.358906167,-94.980803168,Redbox,TX
Foley,30.400037,-87.683382,Quiznos,NY
Reno,39.477013,-119.784333,Subway,NV
Carson,33.846648,-118.265107,Pizza Hut,CA
Hendersonville,35.333508,-82.448418,Burger King,NC
Aurora,39.60038,-104.80523,McDonald's,CO
Hooksett,43.04651,-71.437383,McDonald's,NH
Wooster,40.804127,-81.934325,McDonald's,OH
Orlando,28.387373151,-81.492499286,A&W,FL
Dayton,39.75331,-84.2302,Church's Chicken,OH
Billings,45.80542,-108.4769,Taco John's,MT
San Antonio,29.358366,-98.54522,Whataburger,TX
Red Oak,41.0266,-95.2269,KFC,IA
Des Plaines,42.03561,-87.940722,Burger King,IL
Kailua,21.377964126,-157.729193753,L&l Hawaiian Barbecue,HI
Dayton,39.791157615,-84.242874708,Wendy's,OH
Bayside,40.76018,-73.770141,White Castle,NY
Ontario,34.027855,-117.59314,Baker's Drive Thru,CA
Burlington,42.485442404,-71.217648227,Wendy's,MA
Steubenville,40.37407,-80.70522,Burger King,OH
Whittier,33.939729,-118.046193,Jack in the Box,CA
Canyon Country,34.415813,-118.46397,Wienerschnitzel,CA
Carrollton,33.586951,-85.057866,Taco Bell,GA
Clinton Township,42.5499,-82.9263,Taco Bell,MI
Peoria,40.748184,-89.638144,Wendy's,IL
Newport News,37.10929,-76.49761,Wendy's,VA
Tulsa,36.08824,-95.976161,Braum's Ice Cream & Dairy Store,OK
Denver,39.747090979,-105.14188528,Tellers Tap Room & Kitchen,CO
Tucson,32.2053,-110.8413,Jack in the Box,AZ
Costa Mesa,33.657004,-117.918579,Panda Express,CA
Hemet,33.74788,-117.004668,Del Taco,CA
Stockbridge,33.54027512,-84.263037198,Mcdonalds,GA
Placentia,33.873675873,-117.878730297,McDonald's,CA
Carlsbad,33.100721,-117.311954,El Pollo Loco,CA
Salisbury,38.41035,-75.56817,Burger King,MD
Greenville,34.860648,-82.271684,Jack in the Box,SC
Houston,29.715562,-95.498505,Jack in the Box,TX
Portland,45.580766,-122.661376,Jack in the Box,OR
Sugar Land,29.644860374,-95.650859518,Burger King,TX
Loganville,33.83468,-83.8907,McDonald's,GA
Bend,44.0485,-121.33135,McDonald's,OR
Oklahoma City,35.461707699,-97.626431705,Jimmy John's,OK
Fuquay Varina,35.592243,-78.77333,Bojangles' Famous Chicken 'n Biscuits,NC
Grand Island,40.94334,-98.37891,Burger King,NE
Clive,41.60105,-93.771986,McDonald's,IA
Jacksonville,30.1605,-81.6331,McDonald's,FL
Everett,47.983912,-122.20188,Wendy's,WA
San Diego,32.754846545,-117.139282999,McDonald's,CA
Cleveland,41.456325,-81.787871,Mr Hero,OH
Mckinney,33.132670198,-96.73237881,SONIC Drive In,TX
Ladys Island,32.413837,-80.647865,Subway,SC
Jacksonville,30.2933,-81.60456,McDonald's,FL
Ellijay,34.67815,-84.47863,Mcdonalds,GA
Minneapolis,44.928207,-93.223585,McDonald's,MN
Phoenix,33.5404,-112.06476,Burger King,AZ
Houston,29.747656,-95.60299,McDonald's,TX
Antigo,45.160703472,-89.1489423,Arby's Antigo,WI
Alameda,37.7669,-122.240234,Smashburger,CA
Santa Fe,35.67316,-105.95111,Furr's,NM
Las Vegas,36.018726,-115.1191,Wendy's,NV
Highland Park,43.52272,13.25199,McDonald's,IL
Fresno,36.765382,-119.790817,Carl's Jr.,CA
Concord,37.994036,-122.032319,Subway Sandwiches and Salads,CA
Las Vegas,36.2306,-115.2242,Del Taco,NV
Washington,38.90625,-77.06491,Domino's Pizza,DC
Inglewood,33.931029,-118.326406,Jack in the Box,CA
Brentwood,36.026380672,-86.789578199,Five Guys,TN
Dodge City,37.75319,-100.0242,Sonic Drive-In,KS
Millerton,41.9529,-73.5056,McDonald's,NY
Crestwood,38.56732,-90.396,Hardee's / Red Burrito,MO
Hazlehurst,31.87543,-90.40305,McDonald's,AL
Shakopee,44.775983,-93.41712,White Castle,MN
Eaton Rapids,42.504752,-84.656293,Burger King,MI
Fayetteville,33.4336,-84.4563,Wendy's,GA
Turlock,37.475315,-120.84953,Jack in the Box,CA
Chicopee,42.1927,-72.5763,Burger King,MA
Oceanside,33.209007,-117.284329,Del Taco,CA
Denison,33.760315,-96.56034,Domino's Pizza,TX
Santa Rosa,38.45467,-122.770009,Taco Bell,CA
Salem,44.9377,-122.9836,Del Taco,OR
Kaysville,41.0346,-111.939,Domino's Pizza,UT
Washington,40.225303,-80.210693,McDonald's,PA
Logan,41.73994,-111.83435,Subway,UT
Bronx,40.817316,-73.922506,McDonald's,NY
Quincy,30.588171,-84.578139,Hardee's,FL
Sugar Land,29.596433,-95.6177,Boston Market,TX
Hartsville,34.36107,-80.06728,Taco Bell,SC
Auburn Hills,42.709608823,-83.306553006,Taco Bell,MI
Laurel,31.688407,-89.135363,Burger King,AL
North Canton,40.875555595,-81.366308561,Jimmy John's,OH
Matteson,41.5062,-87.721083,KFC,IL
Simpsonville,34.756077,-82.2685,Hardee's,SC
Anderson,34.52693,-82.63616,Sonic Drive-In,SC
Sidney,40.28677,-84.1883,KFC,OH
Dundalk,39.26914,-76.50042,McDonald's,MD
Stroudsburg,40.98821,-75.22045,Wendy's,PA
Bronx,40.816434,-73.916967,McDonald's,NY
Spencer,43.12322,-95.16158,Taco John's,IA
Warren,41.238462,-80.745419,Burger King,OH
Rock Hill,34.94042,-80.9773,McDonald's,SC
Tacoma,47.120618598,-122.434353947,Arby's,WA
Wilmington,39.73644,-75.62845,McDonald's,DE
Deer Park,29.680213,-95.123067,Taco Bell,TX
Frederick,39.44694,-77.39514,McDonald's,MD
Boise,43.59047,-116.26956,Taco Bell,ID
Chicago,41.830828,-87.621174,McDonald's,IL
Willingboro,40.048523635,-74.899753332,Popeye's Chicken & Biscuits,NJ
Osseo,45.0977,-93.447752,Arby's,MN
Lincoln,40.736961,96.604056,Dairy Queen,NE
Phoenix,33.495665,-112.012269,McDonald's,AZ
Leonardtown,38.305613,-76.660073,McDonald's,MD
Norfolk,36.84806,-76.20945,Arby's,VA
Winchester,39.216671,-78.142062,Taco Bell,VA
Toledo,44.6305,-123.9291,Dairy Queen,OR
Salt Lake City,40.77197,-111.94057,Carl's Jr.,UT
Alma,35.49184,-94.22552,Subway,AR
Brockport,43.197980048,-77.937107409,Burger King,NY
Albany,31.58143,-84.17621,Wendy's,GA
Summerville,33.036406,-80.157911,Burger King,SC
Springfield,39.814255,-89.64328,KFC,IL
